date,avg_temperature,humidity,avg_wind_speed,cloud_cover,pressure,year,month,day,day_of_week,day_name,is_weekend,season_Fall,season_Spring,season_Summer,season_Winter,month_sin,month_cos,day_of_week_sin,day_of_week_cos,quarter,week_of_year,avg_temperature_lag1,humidity_lag1,avg_wind_speed_lag1,cloud_cover_lag1,pressure_lag1,avg_temperature_lag2,humidity_lag2,avg_wind_speed_lag2,cloud_cover_lag2,pressure_lag2,avg_temperature_lag3,humidity_lag3,avg_wind_speed_lag3,cloud_cover_lag3,pressure_lag3,avg_temperature_rolling_3_mean,avg_temperature_rolling_3_min,avg_temperature_rolling_3_max,avg_temperature_rolling_3_std,humidity_rolling_3_mean,humidity_rolling_3_min,humidity_rolling_3_max,humidity_rolling_3_std,avg_wind_speed_rolling_3_mean,avg_wind_speed_rolling_3_min,avg_wind_speed_rolling_3_max,avg_wind_speed_rolling_3_std,cloud_cover_rolling_3_mean,cloud_cover_rolling_3_min,cloud_cover_rolling_3_max,cloud_cover_rolling_3_std,pressure_rolling_3_mean,pressure_rolling_3_min,pressure_rolling_3_max,pressure_rolling_3_std,avg_temperature_rolling_7_mean,avg_temperature_rolling_7_min,avg_temperature_rolling_7_max,avg_temperature_rolling_7_std,humidity_rolling_7_mean,humidity_rolling_7_min,humidity_rolling_7_max,humidity_rolling_7_std,avg_wind_speed_rolling_7_mean,avg_wind_speed_rolling_7_min,avg_wind_speed_rolling_7_max,avg_wind_speed_rolling_7_std,cloud_cover_rolling_7_mean,cloud_cover_rolling_7_min,cloud_cover_rolling_7_max,cloud_cover_rolling_7_std,pressure_rolling_7_mean,pressure_rolling_7_min,pressure_rolling_7_max,pressure_rolling_7_std,avg_temperature_delta,avg_temperature_pct_change,humidity_delta,humidity_pct_change,avg_wind_speed_delta,avg_wind_speed_pct_change,cloud_cover_delta,cloud_cover_pct_change,pressure_delta,pressure_pct_change,rain_freq_3d,rain_freq_7d,rain_yesterday,heat_index,rain_or_not
2023-01-01,23.745401188473625,46.14090461121622,7.84598137153679,20.85105143573358,992.9656812738936,2023,1,1,6,Sunday,1,False,False,False,True,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,52,23.745401188473625,46.14090461121622,7.84598137153679,20.85105143573358,992.9656812738936,23.745401188473625,46.14090461121622,7.84598137153679,20.85105143573358,992.9656812738936,23.745401188473625,46.14090461121622,7.84598137153679,20.85105143573358,992.9656812738936,23.745401188473625,23.745401188473625,23.745401188473625,0.0,46.14090461121622,46.14090461121622,46.14090461121622,0.0,7.84598137153679,7.84598137153679,7.84598137153679,0.0,20.85105143573358,20.85105143573358,20.85105143573358,0.0,992.9656812738936,992.9656812738936,992.9656812738936,0.0,23.745401188473625,23.745401188473625,23.745401188473625,0.0,46.14090461121622,46.14090461121622,46.14090461121622,0.0,7.84598137153679,7.84598137153679,7.84598137153679,0.0,20.85105143573358,20.85105143573358,20.85105143573358,0.0,992.9656812738936,992.9656812738936,992.9656812738936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.052446419034435,1
2023-01-02,30.0305026265286,59.87658734032909,5.3824572618525375,93.05952146439162,1037.27302504846,2023,1,2,0,Monday,0,False,False,False,True,0.49999999999999994,0.8660254037844387,0.0,1.0,1,1,23.745401188473625,46.14090461121622,7.84598137153679,20.85105143573358,992.9656812738936,30.0305026265286,59.87658734032909,5.3824572618525375,93.05952146439162,1037.27302504846,30.0305026265286,59.87658734032909,5.3824572618525375,93.05952146439162,1037.27302504846,30.0305026265286,30.0305026265286,30.0305026265286,0.0,59.87658734032909,59.87658734032909,59.87658734032909,0.0,5.3824572618525375,5.3824572618525375,5.3824572618525375,0.0,93.05952146439162,93.05952146439162,93.05952146439162,0.0,1037.27302504846,1037.27302504846,1037.27302504846,0.0,30.0305026265286,30.0305026265286,30.0305026265286,0.0,59.87658734032909,59.87658734032909,59.87658734032909,0.0,5.3824572618525375,5.3824572618525375,5.3824572618525375,0.0,93.05952146439162,93.05952146439162,93.05952146439162,0.0,1037.27302504846,1037.27302504846,1037.27302504846,0.0,6.285101438054976,26.468710249064387,13.735682729112867,29.768993141443325,-2.4635241096842524,-31.398546504600265,72.20847002865804,346.30613353583914,44.30734377456656,4.4621223683908084,0.0,0.0,1.0,33.024331993545054,1
2023-01-03,28.365224050790584,51.46461844227776,13.158008112196624,11.636639788547608,1034.1933566791809,2023,1,3,1,Tuesday,0,False,False,False,True,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,1,30.0305026265286,59.87658734032909,5.3824572618525375,93.05952146439162,1037.27302504846,23.745401188473625,46.14090461121622,7.84598137153679,20.85105143573358,992.9656812738936,28.365224050790584,51.46461844227776,13.158008112196624,11.636639788547608,1034.1933566791809,27.38037595526427,23.745401188473625,30.0305026265286,3.256235456797703,52.49403679794102,46.14090461121622,59.87658734032909,6.9254618345598224,8.79548224852865,5.3824572618525375,13.158008112196624,3.9737843038000813,41.84907089622427,11.636639788547608,93.05952146439162,44.58821628016737,1021.4773543338448,992.9656812738936,1037.27302504846,24.739800217955462,28.365224050790584,28.365224050790584,28.365224050790584,0.0,51.46461844227776,51.46461844227776,51.46461844227776,0.0,13.158008112196624,13.158008112196624,13.158008112196624,0.0,11.636639788547608,11.636639788547608,11.636639788547608,0.0,1034.1933566791809,1034.1933566791809,1034.1933566791809,0.0,-1.665278575738018,-5.545290388403057,-8.411968898051327,-14.048844918697556,7.775550850344087,144.46098635008747,-81.42288167584401,-87.4954871834364,-3.0796683692792612,-0.29690045869411597,1.0,0.0,1.0,30.938454972904474,1
2023-01-04,27.55092949237268,53.10379941865401,5.886676611339531,81.74497084911916,968.6101417846278,2023,1,4,2,Wednesday,0,False,False,False,True,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,1,28.365224050790584,51.46461844227776,13.158008112196624,11.636639788547608,1034.1933566791809,30.0305026265286,59.87658734032909,5.3824572618525375,93.05952146439162,1037.27302504846,23.745401188473625,46.14090461121622,7.84598137153679,20.85105143573358,992.9656812738936,28.648885389897288,27.55092949237268,30.0305026265286,1.2638902438047441,54.815001733753626,51.46461844227776,59.87658734032909,4.459424313501399,8.14238066179623,5.3824572618525375,13.158008112196624,4.350970963935146,62.147044034019466,11.636639788547608,93.05952146439162,44.107601008070326,1013.3588411707564,968.6101417846278,1037.27302504846,38.7840903190826,27.55092949237268,27.55092949237268,27.55092949237268,0.0,53.10379941865401,53.10379941865401,53.10379941865401,0.0,5.886676611339531,5.886676611339531,5.886676611339531,0.0,81.74497084911916,81.74497084911916,81.74497084911916,0.0,968.6101417846278,968.6101417846278,968.6101417846278,0.0,-0.8142945584179024,-2.8707496086046502,1.6391809763762524,3.185063886589856,-7.271331500857094,-55.261643243075966,70.10833106057154,602.4791721195136,-65.58321489455307,-6.341484836563083,1.0,0.0,1.0,30.20611946330538,1
2023-01-05,23.63930331260196,57.82618588671838,12.248991592073656,38.06232934765801,1030.264330979571,2023,1,5,3,Thursday,0,False,False,False,True,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1,1,27.55092949237268,53.10379941865401,5.886676611339531,81.74497084911916,968.6101417846278,28.365224050790584,51.46461844227776,13.158008112196624,11.636639788547608,1034.1933566791809,30.0305026265286,59.87658734032909,5.3824572618525375,93.05952146439162,1037.27302504846,26.51848561858841,23.63930331260196,28.365224050790584,2.526467290565298,54.131534582550046,51.46461844227776,57.82618588671838,3.302963027778696,10.431225438536604,5.886676611339531,13.158008112196624,3.9618519395035254,43.81464666177493,11.636639788547608,81.74497084911916,35.40637494698366,1011.0226098144599,968.6101417846278,1034.1933566791809,36.78277306054014,23.63930331260196,23.63930331260196,23.63930331260196,0.0,57.82618588671838,57.82618588671838,57.82618588671838,0.0,12.248991592073656,12.248991592073656,12.248991592073656,0.0,38.06232934765801,38.06232934765801,38.06232934765801,0.0,1030.264330979571,1030.264330979571,1030.264330979571,0.0,-3.911626179770721,-14.197801133546628,4.722386468064364,8.89274688395556,6.3623149807341255,108.07991335006193,-43.68264150146115,-53.43771127166761,61.65418919494323,6.3652223464589985,1.0,0.0,1.0,26.53061260693788,1
2023-01-06,24.148135654387232,49.70343481720301,6.587023628553276,87.79743204450695,995.8186886737892,2023,1,6,4,Friday,0,False,False,False,True,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,1,23.63930331260196,57.82618588671838,12.248991592073656,38.06232934765801,1030.264330979571,27.55092949237268,53.10379941865401,5.886676611339531,81.74497084911916,968.6101417846278,28.365224050790584,51.46461844227776,13.158008112196624,11.636639788547608,1034.1933566791809,25.11278948645396,23.63930331260196,27.55092949237268,2.1267634105273014,53.5444733741918,49.70343481720301,57.82618588671838,4.079266648019624,8.240897277322155,5.886676611339531,12.248991592073656,3.4887299283675617,69.20157741376137,38.06232934765801,87.79743204450695,27.13664771526063,998.2310538126627,968.6101417846278,1030.264330979571,30.897805593502977,24.148135654387232,24.148135654387232,24.148135654387232,0.0,49.70343481720301,49.70343481720301,49.70343481720301,0.0,6.587023628553276,6.587023628553276,6.587023628553276,0.0,87.79743204450695,87.79743204450695,87.79743204450695,0.0,995.8186886737892,995.8186886737892,995.8186886737892,0.0,0.508832341785272,2.152484508771524,-8.122751069515367,-14.046838720139442,-5.66196796352038,-46.22395175113231,49.73510269684894,130.66752232259051,-34.4456423057818,-3.3433790989377488,1.0,0.0,1.0,26.633307395247382,1
2023-01-07,23.671006065431467,63.99741828168625,5.654166441373613,86.80566901074504,998.2968872085356,2023,1,7,5,Saturday,1,False,False,False,True,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,1,24.148135654387232,49.70343481720301,6.587023628553276,87.79743204450695,995.8186886737892,23.63930331260196,57.82618588671838,12.248991592073656,38.06232934765801,1030.264330979571,27.55092949237268,53.10379941865401,5.886676611339531,81.74497084911916,968.6101417846278,23.81948167747355,23.63930331260196,24.148135654387232,0.2850637534660718,57.17567966186922,49.70343481720301,63.99741828168625,7.169160312209216,8.163393887333516,5.654166441373613,12.248991592073656,3.5688425415884657,70.88847680097,38.06232934765801,87.79743204450695,28.432602166328707,1008.126635620632,995.8186886737892,1030.264330979571,19.211807146864132,25.878643198655165,23.63930331260196,30.0305026265286,2.69725926214037,54.5875641140121,46.14090461121622,63.99741828168625,6.247171576214557,8.10904357413229,5.3824572618525375,13.158008112196624,3.2510656844494354,59.99394484867171,11.636639788547608,93.05952146439162,35.14240733001727,1008.2031588068655,968.6101417846278,1037.27302504846,26.00813931037751,-0.4771295889557656,-1.975844412109229,14.29398346448324,28.758542577697078,-0.9328571871796631,-14.16204403967728,-0.991763033761913,-1.1296036918928998,2.4781985347464115,0.24886041635217016,1.0,1.0,1.0,26.870876979515778,1
2023-01-08,32.245440953202355,67.08307276322338,6.940196785044097,80.59254001176211,963.3479972415944,2023,1,8,6,Sunday,1,False,False,False,True,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,1,23.671006065431467,63.99741828168625,5.654166441373613,86.80566901074504,998.2968872085356,24.148135654387232,49.70343481720301,6.587023628553276,87.79743204450695,995.8186886737892,23.63930331260196,57.82618588671838,12.248991592073656,38.06232934765801,1030.264330979571,26.68819422434035,23.671006065431467,32.245440953202355,4.818626003878064,60.26130862070422,49.70343481720301,67.08307276322338,9.27263934016903,6.393795618323662,5.654166441373613,6.940196785044097,0.6644330735019686,85.0652136890047,80.59254001176211,87.79743204450695,3.9050615675182345,985.8211910413064,963.3479972415944,998.2968872085356,19.501761373372624,27.09293459361641,23.63930331260196,32.245440953202355,3.398899630600501,57.579302421441696,49.70343481720301,67.08307276322338,6.535812996627741,7.979645776061906,5.3824572618525375,13.158008112196624,3.281167553136566,68.52844321667578,11.636639788547608,93.05952146439162,31.070364065282302,1003.9720610879656,963.3479972415944,1037.27302504846,30.857277219640856,8.574434887770888,36.22336483742774,3.0856544815371336,4.821529624766341,1.2860303436704834,22.74482643913922,-6.213128998982924,-7.157515251928814,-34.94888996694124,-3.500851341394673,1.0,1.0,1.0,35.59959459136353,1
2023-01-09,30.078516548190088,64.08858061957605,4.520668112462131,79.00304363070614,958.0601513757124,2023,1,9,0,Monday,0,False,False,False,True,0.49999999999999994,0.8660254037844387,0.0,1.0,1,2,32.245440953202355,67.08307276322338,6.940196785044097,80.59254001176211,963.3479972415944,23.671006065431467,63.99741828168625,5.654166441373613,86.80566901074504,998.2968872085356,24.148135654387232,49.70343481720301,6.587023628553276,87.79743204450695,995.8186886737892,28.664987855607972,23.671006065431467,32.245440953202355,4.458562653447895,65.05635722149523,63.99741828168625,67.08307276322338,1.755778903585051,5.70501044629328,4.520668112462131,6.940196785044097,1.2105653984765796,82.13375088440444,79.00304363070614,86.80566901074504,4.123316495343239,973.2350119419475,958.0601513757124,998.2968872085356,21.86466378391976,27.099793725282336,23.63930331260196,32.245440953202355,3.405857124598134,58.18101574704841,49.70343481720301,67.08307276322338,6.96251728112756,7.856533040434704,4.520668112462131,13.158008112196624,3.4085530691131245,66.52037495472072,11.636639788547608,87.79743204450695,29.642093453174727,992.6559362775731,958.0601513757124,1034.1933566791809,31.133036665563218,-2.166924405012267,-6.7200954335129515,-2.994492143647335,-4.463856559189983,-2.419528672581966,-34.86253700753807,-1.589496381055966,-1.9722624213407203,-5.287845865881991,-0.5489029801300171,1.0,1.0,1.0,33.28294557916889,1
2023-01-10,31.62063077535592,71.87646992458386,11.214140702643768,30.46791390980408,1022.7939306973764,2023,1,10,1,Tuesday,0,False,False,False,True,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,2,30.078516548190088,64.08858061957605,4.520668112462131,79.00304363070614,958.0601513757124,32.245440953202355,67.08307276322338,6.940196785044097,80.59254001176211,963.3479972415944,23.671006065431467,63.99741828168625,5.654166441373613,86.80566901074504,998.2968872085356,31.31486275891612,30.078516548190088,32.245440953202355,1.115352367715055,67.68270776912776,64.08858061957605,71.87646992458386,3.928419091949505,7.558335200049998,4.520668112462131,11.214140702643768,3.38927944465453,63.35449918409078,30.46791390980408,80.59254001176211,28.491704809269393,981.4006931048943,958.0601513757124,1022.7939306973764,35.94496372603657,27.56485182879167,23.63930331260196,32.245440953202355,3.8061764928026185,61.096994530234994,49.70343481720301,71.87646992458386,7.892980297554299,7.578837696212868,4.520668112462131,12.248991592073656,2.9534582130433007,69.21055697204307,30.46791390980408,87.79743204450695,24.1827012287737,991.027446851601,958.0601513757124,1030.264330979571,28.80964364430334,1.5421142271658326,5.1269623775997974,7.787889305007809,12.151758128700042,6.693472590181637,148.06379109604913,-48.53512972090206,-61.43450617899726,64.73377932166397,6.756755223428357,1.0,1.0,1.0,35.21445427158511,1
